ID,Is_Lead
VBENBARO,0.06969254463911057
CCMEWNKY,0.8162733912467957
VK3KGA9M,0.054519105702638626
TT8RPZVC,0.027550028637051582
SHQZEYTZ,0.027773063629865646
MZZAQMPT,0.09042751044034958
Y88TW36I,0.10148999840021133
3UGOAQNU,0.05585237592458725
VVUKMUJT,0.9971569776535034
9R363ZXS,0.20860497653484344
BLISM6JE,0.05731221288442612
CH8S7JK7,0.2522866427898407
EAHDPXEJ,0.8147653937339783
BNUK9PRF,0.27417704463005066
GP2PG6FJ,0.05629127845168114
WNQCSN8A,0.03613678738474846
32DN4YVZ,0.4709137976169586
GXAMDANM,0.054874319583177567
MXETLUP4,0.0687275379896164
MPXK6TVE,0.8413847088813782
LBSIME2K,0.1776668280363083
D6ORJTM6,0.05063735693693161
HGDIBAKA,0.8218737244606018
UUZYL9DZ,0.4255404472351074
AUGE3VWK,0.05797090008854866
MX7GOX6Q,0.07909833639860153
TQN6K35W,0.06214486435055733
QQDRMQQN,0.49608945846557617
UP6GC6F4,0.048809297382831573
BMHBUVHB,0.5613524317741394
KGLDW86A,0.17709589004516602
FQEOMOP4,0.10982179641723633
DYWM5MEU,0.21729160845279694
DXHGXV8F,0.07192552089691162
AVFBFQKC,0.2211168259382248
DBIDKYMV,0.15976962447166443
KYZHMEBY,0.23098602890968323
SSFEBUGF,0.05629127845168114
MGJTAG8X,0.48226794600486755
MP6BERDO,0.15920165181159973
GXZ8ED68,0.05238264426589012
ICTFGWQR,0.546416699886322
EAYHTRKH,0.027773063629865646
6FN97QLQ,0.10524354130029678
3H5MZDDW,0.42164480686187744
2DXZZWSN,0.039646826684474945
MM4QIRE5,0.06906179338693619
HJWVYXUA,0.2007732093334198
RBRSJUP3,0.8110185265541077
YFRQKGXW,0.4622618854045868
N3SADEBV,0.05366727337241173
G2A2YYXY,0.03805466368794441
XMGA3WT3,0.04934760928153992
KVZQPSGI,0.17985111474990845
UAKARBBG,0.04440676048398018
WYKKL85Z,0.263891339302063
GHNYYGRR,0.10817993432283401
UBAJANWT,0.05203522741794586
LSARSF7U,0.02129768580198288
4CNSJVVR,0.25298944115638733
JRHJSWYO,0.3619588613510132
FHZ8SVVI,0.06843792647123337
JUIRE47M,0.803852915763855
GDIVN2GL,0.059263065457344055
WMF3DYE3,0.8215022087097168
MAQEHEWK,0.21729160845279694
2W8DLKFU,0.05668855831027031
AKGRML6H,0.11479828506708145
B7WUUGCY,0.05378660932183266
TLJOYATM,0.3937232196331024
UH6ZDM3W,0.8798926472663879
7IP5SSRR,0.6733662486076355
PV85PMEB,0.4496467411518097
FGDOY4NI,0.14506536722183228
7YYIXJQE,0.06416206806898117
BHW42XPW,0.08140285313129425
3PKEEAT4,0.2868111729621887
ACFPZ3LM,0.0559743195772171
6GORGNYN,0.8033470511436462
AEPQTMJK,0.2551603615283966
S6FNZFKK,0.05502195656299591
JTYNEKRQ,0.6004599928855896
GPXDPHHC,0.06038292869925499
O8TMKNNB,0.07338542491197586
XSQVHKYG,0.05282308906316757
MJ3CZRAE,0.026945922523736954
3NSQEYBJ,0.40853333473205566
SXVBASGH,0.053427886217832565
5ZIGZYSS,0.046563521027565
FQSHBCUT,0.4302496612071991
MU45XUBP,0.05828120559453964
BVULDPBI,0.07190302014350891
82GRNPFG,0.8177137970924377
KKBNELBF,0.04231945052742958
HXQGBDGY,0.051655225455760956
28HDZICG,0.5234318971633911
GHBPKPJC,0.05203522741794586
FDWZFSSC,0.8520664572715759
